"","waldStat","df","pvalue","meanLogFC"
"SEMA6D",23.5791403085914,5,0.000261501371878969,0.455185505242503
"SHISA5",23.5718023855329,5,0.000262349974105902,0.740510632447012
"ZNF133",23.5403486957148,5,0.000266018413654701,0.314703989420097
"TACC2",23.5295071709243,5,0.000267294570986287,0.799537353635329
"DGKB",23.5117195801758,5,0.000269401469800035,0.79734203892233
"NUCKS1",23.511672066149,5,0.000269407119647291,0.166630557189508
"RPSA",23.4984850944893,5,0.000270979704445562,0.279817272203742
"PAK1",23.4922337372122,5,0.000271728363241075,0.23139288828211
"PBX3",23.4907079043766,5,0.000271911406194536,0.452149256402486
"STX3",23.4840875653074,5,0.000272707011976792,0.686246104794043
"LUC7L2",23.4315650598824,5,0.000279101017224281,0.213338797174602
"PDE8A",23.4181282260618,5,0.000280760453904461,0.32699860699631
"RPL7",23.4068853877252,5,0.000282156423063284,0.331103860656124
"COL4A6",23.4019612505335,5,0.000282769987253517,0.531223849811194
"HSD17B2",23.3891015281097,5,0.000284378576810851,0.926043207017008
"MKLN1",23.3785868818364,5,0.000285700543354084,0.273489189997655
"COL23A1",23.3719657393467,5,0.000286536108404567,0.312314207168634
"SNW1",23.3683306190479,5,0.00028699587418568,0.280901794969296
"CC2D2A",23.3275735383049,5,0.000292200953120991,0.382598615912782
"ABHD2",23.3180963904706,5,0.000293424581428559,1.10543231522497
"ENSG00000288025",23.306977782031,5,0.000294866600047183,2.59523758662853
"LINC01619",23.2970672644869,5,0.000296157837175182,0.585116111915847
"RBBP8",23.2889808245618,5,0.000297215553736963,1.548336590087
"KDM2A",23.2440850542744,5,0.000303156219645717,0.602636481355528
"PEBP1",23.2402240964921,5,0.000303672551301926,0.201636302836965
"HSP90B1",23.2305668179215,5,0.000304967841181059,0.273364073548438
"ENSG00000257095",23.2235772899467,5,0.00030590872047831,2.86364150066288
"TYMS",23.2135879468058,5,0.000307258393237975,0.406342436531799
"USP34",23.1767076755514,5,0.000312292482123611,0.320542184771555
"CAMK4",23.1494847659652,5,0.000316060546686092,0.261513064004852
"WFDC1",23.1453123887617,5,0.000316642022937907,2.17072628760296
"RAB11FIP3",23.1440946780276,5,0.000316811926259208,0.560680014490043
"AFF4",23.1088661065141,5,0.000321766438864279,0.306920124863526
"MAST4",23.0973020256752,5,0.000323409426731924,0.426610838790046
"KLF2-DT",23.0874811439862,5,0.000324811251942392,1.228505752395
"DHX38",23.0828737547817,5,0.000325470974021469,0.441169686924006
"PFKP",23.0788299868199,5,0.000326051082938816,0.807791170333389
"ROBO1",23.0564390424898,5,0.00032928176570346,0.224061591500515
"TTC3",23.0555276504319,5,0.000329413933715217,0.231183072345222
"HNRNPUL1",23.0499105845229,5,0.000330229665383097,0.306232483485785
"TRIB3",23.0281325065953,5,0.000333411268775619,2.98507231455244
"NDUFS7",23.0263864847439,5,0.000333667655782577,0.298424380194732
"SEPTIN4",23.0251323766338,5,0.000333851930012896,1.02801532652232
"ENSG00000287555",23.0054065325348,5,0.000336763636223369,0.763371308076224
"TBC1D9",22.9881717900853,5,0.000339328156267915,0.168836477731366
"RHOB",22.9849842589892,5,0.00033980456834648,0.398692153155769
"ZFPL1",22.9656192399607,5,0.000342713117805649,0.603431722515504
"CHL1",22.9551762057472,5,0.000344291811857245,0.246018217693744
"FABP5",22.9524389989329,5,0.000344706787459792,0.275188639136362
"ITPR2",22.9506117728397,5,0.000344984079899913,0.280259940869818
"UACA",22.9401751689238,5,0.000346572124732214,0.340328968932046
"WDFY3",22.9246179540114,5,0.000348952738824848,0.189163874671808
"GUSBP1",22.9203402355233,5,0.000349610154962043,0.542202621805588
"MOXD1",22.9099991269291,5,0.000351204473198252,0.621688566278025
"TP53INP1",22.8896615267113,5,0.000354360955304944,0.420084765142159
"HELLS",22.8863860475985,5,0.00035487193649042,0.908563177852975
"HERC1",22.8763276504415,5,0.000356445618875378,0.296836680487236
"B4GALNT4",22.8760539860168,5,0.000356488531097265,0.597875775737482
"GAB1",22.8619724541447,5,0.000358703498783308,0.245694037359771
"GADD45GIP1",22.8438234742644,5,0.000361578316534938,0.602476651604963
"PTPRM",22.8392457962735,5,0.000362307011577134,0.252209325699863
"CFL1P1",22.8292604530341,5,0.000363901558469992,0.687773895750599
"CASK",22.8282646511434,5,0.000364060956340451,0.273945558416145
"UQCC6",22.8245551058717,5,0.000364655349802789,1.41968004152585
"ILF2",22.8212111471835,5,0.000365191985316371,0.386151644423114
"USP22",22.8076691111282,5,0.000367373184811615,0.408726343153594
"BLVRB",22.8008632691781,5,0.00036847424609987,0.444349982311063
"NT5C2",22.7851589179632,5,0.00037102737487138,0.36067602651799
"LRPPRC",22.7772147342039,5,0.000372325543046448,0.725798321900616
"B3GAT1",22.7664489303834,5,0.000374091955671396,0.635899972446819
"PPP2R5E",22.7647054165191,5,0.000374378802433961,0.27152517960767
"F11-AS1",22.7536131866804,5,0.000376208813680945,1.10400881329573
"ATF4",22.74538953513,5,0.0003775712622206,0.434024672876536
"SRF",22.7428788022689,5,0.00037798819637147,0.425077498967671
"ENSG00000233367",22.73352836098,5,0.000379544940606213,0.499558502601814
"MORF4L1",22.7306019660073,5,0.000380033452215489,0.281148374738011
"CRYL1",22.7302701784308,5,0.000380088877649731,0.635133170801893
"DLL4",22.7048669604874,5,0.000384356295268895,1.35935038529449
"LINC00113",22.6982336807409,5,0.000385478369347436,0.692304107168064
"XPR1",22.6902994585387,5,0.000386824757365178,0.365800456617941
"ASRGL1",22.6785063172938,5,0.000388834564139962,0.722205325097167
"ARSJ",22.6750855075552,5,0.000389419470900987,1.51570541121151
"KDM6A",22.6526678908422,5,0.000393274103049235,0.175212360625282
"RPL36AL",22.6172122605035,5,0.000399447617537962,0.726733965421007
"ZNF135",22.6166618292264,5,0.00039954420864019,2.25363889950636
"NDUFB5",22.6118043916731,5,0.00040039760460886,0.330530814578109
"TOX4",22.599585895667,5,0.000402552218878971,0.274935899038195
"USPL1",22.5925254138056,5,0.000403802481166671,0.473183024420195
"CGNL1",22.5822234170823,5,0.000405633627980517,0.355322656880468
"EPAS1",22.5739026277924,5,0.000407118604194734,2.50128970741946
"SDCBP",22.564031441791,5,0.000408887234544353,0.285992457307846
"CERKL",22.5454564335723,5,0.000412235928170746,1.78314288334589
"PSPC1",22.5428263317858,5,0.000412712264646009,0.235448771342251
"RPL35",22.5361513394855,5,0.000413923610089628,0.53485422463171
"BBS5",22.5267690686625,5,0.000415632195366888,0.892171030754209
"VIM",22.514307166467,5,0.000417912375185292,0.265016910273067
"ARHGAP10",22.5132239541199,5,0.000418111155123357,1.28959548897399
"DPY19L2",22.4900726445785,5,0.00042238202971201,0.827916790904777
"UBE2D2",22.4742046521467,5,0.000425334147571399,0.209383634041015
"KCNB1",22.4729774387256,5,0.000425563307845489,0.714996078509235
"OLFML2B",22.4695446754986,5,0.000426204962764798,0.730629707722273
"KCNH7",22.4644066667843,5,0.00042716714842217,1.57392137259632
"CEP164",22.4539661380694,5,0.000429128937605827,0.443160103850343
"ZFAND3",22.4476232346215,5,0.00043032511750507,0.193268222217827
"LINC01090",22.4322990046112,5,0.000433228643801353,0.78487083724789
"ENSG00000286886",22.4204285402462,5,0.000435491058774273,3.66426194036271
"JUN",22.4168372648626,5,0.000436177821903083,0.393732248862169
"FANCI",22.4082144508043,5,0.000437831138910161,0.592284004576114
"GGA2",22.4068073365208,5,0.000438101521950007,0.32364286843367
"ENSG00000258162",22.3839881939197,5,0.000442509396318291,0.418835796525655
"AARS1",22.3798678817036,5,0.000443309951578819,0.353737568136576
"GAD1",22.3735245610505,5,0.000444545221065851,0.596906448609973
"UBQLN1",22.3444374944866,5,0.00045025314963687,0.426205475813436
"ENSG00000288891",22.3434303740821,5,0.000450452073122887,0.292002376853583
"PLEKHG2",22.3381583321489,5,0.000451494807812036,0.955985676786329
"ATP2B4",22.3031687454366,5,0.000458475875592557,0.38261682655816
"TMEM259",22.2811517334458,5,0.000462923170707064,0.310899605231917
"PKP4",22.245185653597,5,0.000470279836628174,0.212079111848417
"LIPE-AS1",22.234633728769,5,0.00047245998158818,0.588199228463604
"GNGT2",22.2322233033003,5,0.000472959399985262,1.57833267272412
"ABHD18",22.2102044373778,5,0.000477545692586845,0.699135245990995
"ENSG00000251680",22.1997057028817,5,0.000479747890010263,0.308193019166616
"EPB41L4A-AS1",22.1969075659144,5,0.000480336512072688,0.994355979973172
"AMOTL2",22.1904843299326,5,0.000481690414704583,0.592675421355108
"NLGN1",22.1894309687289,5,0.000481912803428797,0.118854826263292
"SRSF3",22.1728602525725,5,0.000485424624593223,0.283687966157874
"TPR",22.1689740163492,5,0.000486251880848609,0.2747084878004
"MAOA",22.1453348947766,5,0.000491313949427252,0.743463902418671
"PROX1",22.1423864869948,5,0.000491948955891885,0.347053856782126
"CSRP2",22.1332127997084,5,0.000493929901669965,0.486611480175786
"SORL1",22.1236231791345,5,0.00049600907730607,1.31598325055556
"CAMSAP1",22.0911433552932,5,0.000503115560156364,0.314131661092202
"LINC00513",22.0873609091814,5,0.000503949650265789,1.91458676292516
"VXN",22.0627066802354,5,0.000509419830529767,1.6213145782667
"FBLN7",22.0398168412216,5,0.000514550958019,1.086392557504
"CRYZL1",22.0312205877981,5,0.0005164910891855,0.513740797445791
"XPO1",22.0012315294157,5,0.000523316144801167,0.279081387375821
"CASTOR3P",21.9892586163242,5,0.000526065782940344,0.641188998391603
"PSMB5",21.983215242537,5,0.000527459081076764,0.571327025878759
"DKK1",21.9712088028318,5,0.000530237971844816,1.8286043741571
"CDH6",21.9684032741879,5,0.000530889390381928,1.26557958463468
"KIAA1328",21.9461570969588,5,0.000536082779329816,0.502387539808187
"LRIG1",21.9442449844792,5,0.000536531495527348,0.755246734964518
"SLC20A1",21.9430657872443,5,0.000536808402891609,0.679571592470959
"PLCL1",21.9321231021745,5,0.000539384774513985,0.821897999162119
"FAF1",21.9313514752394,5,0.000539566907875488,0.260936676126517
"MIB1",21.9285308141566,5,0.000540233207746765,0.337859364278989
"SLITRK5",21.8666330327264,5,0.000555060823650533,0.644596659395866
"PRAG1",21.8661503187759,5,0.000555178020982483,0.617284740974128
"TLE1",21.8463157248434,5,0.000560014793891339,0.251494950316439
"FBXW7",21.8248989792005,5,0.000565284056350812,0.121331238867721
"GPT2",21.8009109122356,5,0.000571244026730255,0.521261560344274
"SLC7A1",21.7788085163957,5,0.000576790328720267,0.688416146819088
"NDUFA4",21.7629042905901,5,0.000580814107066563,0.317427059795528
"CYFIP2",21.7475000648192,5,0.000584737773026922,0.323300112132867
"PCBD1",21.7435899099291,5,0.000585737895463789,0.852426871214446
"CCBE1",21.7425640837195,5,0.000586000556063504,1.39602190098038
"MVP",21.7346747054371,5,0.000588024500155493,2.07090239329415
"GCLM",21.7154558454995,5,0.000592983810698944,1.03990972507946
"H2AC6",21.7139233118651,5,0.000593381042803709,0.950381829163702
"AP2B1",21.6947154390018,5,0.000598382027088395,0.671137006163903
"RBM3",21.6924871253066,5,0.000598964877319363,0.350851413074092
"KHDRBS1",21.6575950488362,5,0.000608164799831501,0.161723222782612
"SNRPA1",21.5981160692681,5,0.00062416977540336,0.428962576882134
"CCT6A",21.5817301819957,5,0.00062865148862945,0.58756315319918
"BBS2",21.559380858021,5,0.000634815454505055,0.757587360635694
"BCL2L1",21.558477397499,5,0.000635065878992314,0.433012323961613
"PRMT1",21.5542051362713,5,0.00063625139989465,0.333087997573036
"TMX1",21.5456176172634,5,0.000638640977832061,0.627663035937922
"ERP29",21.5311500375242,5,0.000642686778022483,0.447779899962777
"TFRC",21.5213221974373,5,0.000645449496159967,0.345485703319434
"RD3",21.517549203134,5,0.000646513235537771,2.50395054393147
"FGD4",21.492998153416,5,0.00065347737526511,0.293055313751287
"FAP",21.4553694138604,5,0.000664294911976504,0.549923849914706
"ZBTB18",21.4539345643096,5,0.000664710879007546,0.366444999804942
"APIP",21.4111014390901,5,0.000677247261941183,0.413002820333513
"NDUFS5",21.3925250475627,5,0.000682756384811412,0.2452081984396
"CHCHD2",21.3917164635368,5,0.000682997183841128,0.208364715827679
"PTP4A3",21.3478791253942,5,0.000696178151205262,1.24299949748753
"SULF2",21.3385648061253,5,0.000699010902356356,0.58890417193199
"UAP1",21.3070988904692,5,0.000708664865836539,1.31853652766839
"TMEM68",21.2977050943555,5,0.000711572336061894,1.26099503004032
"PTRH2",21.2946531763121,5,0.000712519461940953,0.92257968819876
"REST",21.2792790134818,5,0.000717309574949421,0.463955273475129
"CBR4",21.2743692320557,5,0.000718845986628303,0.218649414955505
"MUS81",21.2722774636059,5,0.000719501545916157,0.499297316207425
"PLCB1",21.2639637687425,5,0.000722112883853265,0.557884812607303
"KRR1",21.2609518974446,5,0.000723061218012799,0.386498759655318
"ENSG00000290569",21.2345638278972,5,0.000731422567552542,1.49129750706165
"NHSL1-AS1",21.2304080322792,5,0.000732748033508979,0.851156054084766
"ASAH1",21.2295024647919,5,0.000733037172755968,0.496412382674988
"XRCC5",21.2219772456301,5,0.000735444258486262,0.621520693635633
"EGR2",21.2070509038626,5,0.000740241806783004,0.65158326161193
"ABHD12B",21.1789555575706,5,0.000749355876824009,0.53723931272442
"KNTC1",21.1700228576205,5,0.00075227672728162,1.1747103684987
"HDX",21.1416040340928,5,0.000761644052994614,0.57838229408821
"HEXB",21.1291229126728,5,0.000765794278025034,0.899533350656031
"STAU2",21.1222768393873,5,0.000768080191172138,0.426634441659275
"LCORL",21.0954065607093,5,0.00077711737697328,0.182779940278752
"GLCCI1",21.0443172265277,5,0.000794589985033789,0.406024189617406
"SHMT2",21.040412932125,5,0.000795941067088912,1.17298916055118
"DOCK10",21.0247396919876,5,0.000801387613319826,0.785196132551771
"APBA2",21.0194925599317,5,0.000803219214968398,0.589401889415555
"SHC1",20.9929973154221,5,0.000812531012830187,0.462256686678001
"CACNB2",20.9681638219436,5,0.000821355301552251,0.313919022774941
"ATP6V0B",20.9665545508869,5,0.000821930383089753,0.409336040572113
"RAX",20.9607030095208,5,0.00082402480775301,0.289869102842338
"FHL2",20.9600662206849,5,0.000824253048634538,0.744241506910331
"TUBB4B",20.9493281431651,5,0.000828111234339346,0.301850858845516
"SEMA5B",20.9346860259921,5,0.000833400821558694,0.921090880820288
"RHOT1",20.9237971380644,5,0.000837356089389396,0.50259021962042
"MON2",20.9195502725888,5,0.00083890372348816,0.239366640896604
"MRPL3",20.9160574701286,5,0.000840178674822112,0.397952003128228
"GALNT18",20.90231431129,5,0.000845213792800226,0.749810678571335
"MGP",20.8813489515214,5,0.000852952238510118,2.46280649125118
"MAK",20.8720637574421,5,0.000856401720377709,0.409524198005633
"MYL6",20.8524880534487,5,0.000863719247176653,0.341433385142927
"ATP5IF1",20.8514972759967,5,0.000864091239175302,0.671471355413956
"NCSTN",20.8477113755093,5,0.000865514127199374,0.936796661417334
"PRICKLE2",20.837250956688,5,0.000869457565836562,0.306102063508348
"ECI2",20.8345779279953,5,0.000870468097600496,0.337378818902008
"LIMD1",20.8246956519097,5,0.000874214121106887,0.600424407366118
"DMD",20.8061362555929,5,0.000881292295747738,0.332753841323846
"ENSG00000287720",20.8050455235607,5,0.00088171003021098,0.98510040380851
"ADGRA2",20.7951747497739,5,0.000885499271414014,0.771250249900928
"AP1S2",20.7611501752339,5,0.000898684125604232,0.232348682916787
"KANSL3",20.7579558429834,5,0.00089993184310988,0.408247127304115
"PRPH2",20.7418281991818,5,0.000906257454937665,1.53845831646234
"COL9A2",20.7192027525246,5,0.000915205507923011,0.492289358429903
"SMO",20.6968687271619,5,0.00092412362084171,0.903384535582194
"MGST3",20.6836139019572,5,0.0009294567598509,0.234976868238784
"HMGN3",20.6822806220541,5,0.000929994885699781,0.212359508369053
"ENSG00000254222",20.6688523453595,5,0.000935431813758991,0.740879726789345
"ENSG00000262801",20.6607018877057,5,0.000938747075137636,1.18933415930082
"DIP2C",20.652619533927,5,0.000942046058861723,0.34524122500033
"ZC3H12B",20.6460437987598,5,0.000944738504021436,0.295360771313451
"ABCA5",20.6455034962473,5,0.00094496006830691,0.368117168291443
"TRERF1",20.6149570083535,5,0.000957569968573213,0.47899364462818
"DNAJB14",20.6056925747571,5,0.000961427061053399,0.788910190211572
"FNIP1",20.586426722617,5,0.000969497123959107,0.33253126292576
"ARF4",20.5717328083674,5,0.000975696893476208,0.18851633070056
"SPICE1",20.5570960797832,5,0.000981911336167429,1.09710451763711
"ALDH3A2",20.5474128573715,5,0.000986044026566102,0.911126428728713
"D2HGDH",20.5329458748545,5,0.000992250294407193,1.07684339990475
"COL5A1",20.5303364102459,5,0.000993373829172528,1.05260506055876
"HES6",20.5282902276643,5,0.00099425571242806,0.51044785436971
"CCDC93",20.5232199812199,5,0.000996444257970408,0.517635403662844
"CWF19L2",20.5180732311806,5,0.000998670676163327,0.297852226981029
"ANKRD36C",20.5137459593025,5,0.00100054638772229,0.511662165565228
"DLEU2",20.4779722758029,5,0.00101618638020307,0.247540341207239
"RNF213-AS1",20.4721054451115,5,0.00101877418422003,0.985375787630594
"BCL10-AS1",20.4427083675573,5,0.00103183896625803,0.419325799234026
"NPM1",20.4318432437958,5,0.00103670931796962,0.292412892881214
"ENSG00000257191",20.4176311131807,5,0.00104311415439895,0.417605878914609
"LINC02997",20.4097603076989,5,0.0010466779512891,1.52430556517731
"DCBLD2",20.4023470063757,5,0.00105004555459687,0.173823794690083
"SOBP",20.3933589322523,5,0.00105414282766381,0.375750206907301
"DDX24",20.3865207032766,5,0.00105727061590155,0.225163043284755
"SGCE",20.356334015273,5,0.00107118744068413,0.385451249791139
"EXD3",20.3547236612612,5,0.00107193489875979,0.428829922818374
"ENSG00000289561",20.3351028640679,5,0.00108108337326374,1.01250510440931
"CCDC144NL",20.3230323729103,5,0.00108674954154808,0.408945617360577
"FAM184A",20.3202459133863,5,0.0010880617166904,0.796538094281274
"DISC1FP1",20.319542868805,5,0.00108839303454777,1.04792376109409
"C11orf58",20.313773174661,5,0.00109111582287869,0.311402711107349
"GARS1",20.3126168356794,5,0.00109166231900537,0.850521600147231
"SYNJ1",20.2829035907121,5,0.00110579782261311,1.01961994166466
"TNFSF13B",20.2524161175561,5,0.00112048885193439,1.64136507192099
"ACACA",20.2523363758478,5,0.00112052752785874,0.300955080228964
"CTNND2",20.1962592241434,5,0.00114805362115444,0.302545345156403
"CADM3",20.1727269901276,5,0.00115980188067488,0.766466307328006
"DIS3",20.158730113239,5,0.00116684571514547,0.464765569737384
"PDLIM7",20.1486394647368,5,0.0011719498584819,0.929211392839426
"GLDC",20.1171781107141,5,0.0011880053494524,0.6138020622167
"GDAP1",20.0898801129422,5,0.00120211137187343,0.915230952030683
"CEBPZ",20.0614154727591,5,0.0012169957237963,0.832767597605648
"LINC01456",20.0448544771807,5,0.00122573884732313,1.45351272873722
"GOSR2",20.0409138773248,5,0.00122782830954504,0.289542233435714
"MCM5",20.0343443274669,5,0.00123131953735034,1.11779333278428
"XBP1",20.0167575471187,5,0.00124071373549328,0.508507115783894
"SEMA6A",20.0136476076767,5,0.00124238226827122,0.283382164708013
"PCARE",19.9995691728836,5,0.00124996322841675,2.03431861571169
"BMPR1B",19.9980557775916,5,0.00125078086545782,0.322915185338953
"SEPTIN6",19.9907504314856,5,0.00125473510500318,0.623955301435506
"ZC2HC1A",19.9885560144144,5,0.00125592529924523,0.327305393644918
"WRN",19.9879366176592,5,0.00125626144469604,0.386980145828608
"PARM1",19.9849792774421,5,0.00125786760792801,1.17145792873131
"SBDS",19.9735699460716,5,0.00126408308741721,1.53038812046427
"GRK5",19.9675014611116,5,0.00126740132175163,0.384943115393831
"RPL7L1",19.9643864085938,5,0.00126910795164148,0.699100653143062
"H4C8",19.9621773550689,5,0.00127031958547819,2.55123051871222
"LCLAT1",19.9595070602245,5,0.00127178572240083,0.531532009165152
"P4HTM",19.9464297884206,5,0.00127898992203768,0.45880400839628
"RPL3",19.9426700317049,5,0.0012810685701492,0.173302707675978
"VPS28",19.9407790167079,5,0.00128211530673561,0.444367042795124
"ZNF385A",19.9313415931122,5,0.00128735180618045,1.0817201314571
"EVL",19.9243036014159,5,0.00129127063052092,0.40470405006626
"ABLIM1",19.9146037800128,5,0.00129669082131789,0.350853317894581
"CLASP1",19.9110146635385,5,0.00129870206004012,0.169134711346546
"RSL1D1-DT",19.8999020210795,5,0.00130494874295228,1.02869092121369
"FRY",19.8911082942996,5,0.00130991284190118,0.676633209764671
"RXRG",19.8731613300856,5,0.00132010167947705,0.723672852730788
"BICDL1",19.8632044483293,5,0.00132578796422478,0.724784755836248
"MPDZ",19.8501904583859,5,0.00133325646241478,0.231552976545378
"GCHFR",19.8329795569734,5,0.00134319705959784,0.419757786030702
"CCN2",19.8141828612352,5,0.00135413684128904,0.877113114016095
"HGF",19.7703519084862,5,0.00137998817264606,2.25830555053596
"DNPH1",19.7699010112658,5,0.00138025661567276,0.855167429708706
"LAMB1",19.7592666711212,5,0.00138660270791668,0.415522870919726
"VEGFA",19.7521983846455,5,0.00139083660218464,0.414175921380669
"LAMP2",19.7492093975925,5,0.00139263082297025,0.725630187862826
"SPRY4-AS1",19.7465459283339,5,0.00139423156008744,0.461888238378605
"CRTAP",19.7424539766505,5,0.00139669433591205,0.896322831726704
"RNF121",19.7049195759123,5,0.00141948519846702,0.50800263788145
"PMM2",19.6960094071455,5,0.00142494891529565,0.326882756119098
"PIAS1",19.6924299106734,5,0.00142714967940683,0.278662184708349
"TSPAN5",19.691241647309,5,0.00142788099195001,0.406825750043628
"EVA1C",19.6733652254779,5,0.00143892753575403,0.296753414920618
"ANO10",19.6449579059708,5,0.00145665458398347,0.548980826742257
"ZMYND8",19.6362142504022,5,0.00146215397604621,0.467691815794005
"HHAT",19.6242251300017,5,0.00146972781880217,0.342937168520132
"FOXO3",19.6236120997605,5,0.00147011612071379,0.180651743751784
"CGGBP1",19.6067776897353,5,0.00148081876523776,0.512193733902684
"IGSF1",19.5951566091808,5,0.00148825162717747,1.72935879748897
"PDCD2L",19.5931891347791,5,0.00148951365154093,0.970393775789824
"ARFGEF1",19.5880390438949,5,0.00149282212812207,0.167570606232242
"NARS1",19.584393119831,5,0.00149516867644262,0.723526603292542
"KCNV2",19.5705738485157,5,0.00150409583681044,0.699970295384497
"NPAS2",19.5700602495558,5,0.00150442862613631,0.321130251728247
"SCARB1",19.5592304774249,5,0.00151146271274172,0.593630311110054
"HKDC1",19.5543847942304,5,0.00151462050843898,0.441134759782775
"BABAM2",19.5475753215915,5,0.00151906901114351,0.508770011437042
"EIF3M",19.5369348647564,5,0.00152604594628747,0.293282834182703
"CFAP299",19.5231012767949,5,0.00153516371731111,1.64587121507147
"NPLOC4",19.5154843868413,5,0.00154020687109435,0.525497798340604
"MMD2",19.5007401888598,5,0.00155001532971533,2.18258062533228
"NDUFC2",19.4959687283963,5,0.00155320263219572,0.226013334500262
"CLRN1",19.490990985209,5,0.00155653459442173,0.78699706157403
"GKAP1",19.4880367825871,5,0.00155851537541907,0.476326887277763
"TIA1",19.4706400754112,5,0.00157023013909197,0.479335089866629
"RCAN2-DT",19.4521986430854,5,0.0015827428895745,1.01975150278265
"UNC5C",19.4420890399136,5,0.00158964391064431,0.142605978591346
"TYR",19.4385806403661,5,0.00159204571945737,0.501454397498215
"KLHL14",19.4346059911359,5,0.00159477102549344,0.636043659273604
"ATP6V1E1",19.4176728827283,5,0.00160643304002284,0.654956821250583
"UBB",19.3967636782027,5,0.00162094909938848,0.489210325227799
"MKRN1",19.3954041730958,5,0.00162189737511187,0.38528327220723
"ENSG00000283674",19.3619750727967,5,0.00164538692287353,0.270042753641476
"FCHO2",19.3614346038858,5,0.00164576942524874,0.615651736103476
"GLRB",19.3486361190803,5,0.00165485278075272,0.715750785264356
"PPIB",19.3316753909221,5,0.00166696608713146,0.18999005536461
"INAFM1",19.3132221104752,5,0.00168024431994784,0.622025829826034
"GOLGA1",19.2907940212881,5,0.00169652260371411,0.573506022346581
"RPL28",19.2789611673998,5,0.00170517320155938,0.239725268284162
"BCLAF1",19.2752073495256,5,0.00170792653247698,0.446149740305532
"EYA2",19.2675235828156,5,0.00171357600705557,0.828667758432943
"VOPP1",19.2617202506763,5,0.00171785505923305,0.367514663719544
"NR1H3",19.2527380526794,5,0.00172449873161828,0.695369327665692
"TEAD1",19.2473125053157,5,0.00172852395087431,0.254780111537794
"TSPAN4",19.2428585451671,5,0.00173183524489562,0.637573996104409
"NUBPL",19.2337884127091,5,0.00173859770428242,0.417402060736645
"ACBD6",19.2267018395778,5,0.0017438993145763,0.329199591940119
"XKR7",19.2247690284004,5,0.00174534804402793,1.78198372289597
"RC3H1",19.2211013388669,5,0.00174810039386264,0.21604998236694
"GTF2IRD2B",19.2187374076866,5,0.00174987662114634,0.737166358182355
"MAOB",19.2154856348611,5,0.00175232285775695,0.67815986452356
"RAB1A",19.2120334114734,5,0.00175492356457685,0.186539431939375
"GNPTAB",19.1875988925626,5,0.00177343981235212,0.500494630887977
"UTP23",19.1838667904567,5,0.00177628480408554,1.13950645764392
"ATP5F1A",19.1655159166703,5,0.00179033906034543,0.280675742360463
"KHDC4",19.1646031057708,5,0.00179104099242944,0.644907535570962
"PDE12",19.1570422253835,5,0.00179686554821934,0.533103462366683
"STAG3L5P",19.1457669165447,5,0.00180558609950154,0.31475554202343
"CNGB1",19.1287716799269,5,0.00181880915008303,1.67152978137013
"FLACC1",19.1244071031615,5,0.00182222030304213,2.09808330657041
"TBC1D9B",19.1176081705471,5,0.00182754655617912,1.25614232577881
"OGA",19.1170006582061,5,0.00182802322197839,0.372882644369942
"NEUROD4",19.1049878407472,5,0.00183747382219257,0.67281754894979
"PARP1",19.1013292696352,5,0.00184036157457457,0.374114526971588
"PDE3B",19.0958635863167,5,0.00184468400515636,0.53507326992523
"ZNF736",19.0920212601382,5,0.0018477286005365,0.494609717495653
"GPC6-AS1",19.0855691155807,5,0.00185285227584109,0.70047542603536
"MRPL57",19.0794334485954,5,0.00185773757491381,0.327521237679927
"ZNF438",19.0617945604179,5,0.00187185244203603,0.669720557349354
"LRCH1",19.0546527221322,5,0.00187759733485393,0.554551723596795
"TBCA",19.0493503356065,5,0.00188187376741211,0.378389664612148
"LRRC58",19.0363668294631,5,0.00189238552506732,0.737217549221896
"RPS7",19.0250948396933,5,0.00190155833303141,0.317343951011416
"CACNG5",19.0246855229316,5,0.00190189224283244,1.93852412025707
"EPB41",19.0216122754682,5,0.00190440115631729,0.621722228770698
"BAG3",19.0177174835044,5,0.00190758542468261,1.01028126230288
"WASF3",19.0087090342402,5,0.00191497051108436,0.249239731271786
"CHD1-DT",19.0078869739018,5,0.00191564582840698,0.688332432810763
"RNF181",19.0072496013291,5,0.00191616958681973,0.735253773243238
"MEF2D",18.9932586894438,5,0.00192770204254111,0.63691222167996
"CCDC7",18.9919395366783,5,0.00192879290504766,1.0408344669802
"NDUFV2",18.9902336470441,5,0.00193020447503334,0.345716371950816
"GPD1L",18.9805088643107,5,0.00193827081773335,1.25501963520295
"TENM3",18.9783003331577,5,0.00194010731754723,0.371425123185232
"KIF16B",18.9621745363598,5,0.00195356856286599,0.327369154491628
"DZIP1L",18.9592490486511,5,0.00195602046323384,0.996787083192103
"CCDC59",18.9498502282477,5,0.00196391823330888,0.927208917963222
"PITPNA",18.9488185153921,5,0.00196478707953407,0.477930983176842
"OXR1-AS1",18.9450258105708,5,0.00196798431067324,3.63803125923875
"CAP2",18.9448235132891,5,0.0019681549896623,0.579888715271254
"GET1",18.9398171898347,5,0.00197238347626749,0.603811373824969
"PLPP1",18.9387967330095,5,0.00197324647731212,0.196127075034229
"PTPRJ",18.9340287034584,5,0.00197728371771666,0.179105862537822
"FANCD2",18.9306649462274,5,0.00198013679339004,0.843429379559119
"GASK1B",18.9139507735308,5,0.00199437347530107,1.64418015204423
